1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.004942318202423683e-03 1.252485453048093954e-05 4.179113192973077786e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.000950854134061152e-02 5.009722203469060592e-05 3.343102130579727470e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.501332270308634517e-02 1.127105153588545870e-04 1.128190995549627294e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.001600909448881388e-02 2.003537596053526419e-04 2.673878906856500937e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.501719239242698387e-02 3.130115976669469412e-04 5.221537060658743530e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.001649778777862321e-02 4.506642979671532639e-04 9.020952475519550720e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.501355111321212410e-02 6.132877643992205819e-04 1.432144257008415088e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.000797897050778484e-02 8.008535484540519472e-04 2.137176200330655266e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.499940885731562590e-02 1.013328863525284236e-03 3.042000992775416535e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.998746929325772331e-02 1.250676601377643474e-03 4.171353772352252723e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.497178994528371943e-02 1.512855350762615366e-03 5.549885727969019165e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.995200175218916294e-02 1.799819418163421669e-03 7.202154988955964808e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.492773704820743730e-02 2.111518850649265165e-03 9.152617582516390799e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.989862968558706313e-02 2.447899460816817772e-03 1.142561846556725192e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.486431515606746523e-02 2.808902853794962087e-03 1.404538263734070867e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.982443071116783473e-02 3.194466456286884984e-03 1.703600633901749878e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.477861548120470270e-02 3.604523547621719774e-03 2.042144834655553300e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.972651059295626286e-02 4.039003292786134090e-03 2.422552136276228925e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.466775928589202249e-02 4.497830777404414684e-03 2.847188351453764591e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.960200702688917773e-02 4.980927044633902054e-03 3.318402996108535093e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.045289016233584001e-01 5.488209133940915620e-03 3.838528461875580222e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.094480933347033863e-01 6.019590121720647460e-03 4.409879200804141448e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.143592349820415355e-01 6.574979163722960429e-03 5.034750922809810066e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.192619820561140048e-01 7.154281539244457429e-03 5.715419806401299263e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.241559928233165744e-01 7.757398697045728847e-03 6.454141723187953794e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.290409284297841241e-01 8.384228302951299977e-03 7.253151476657679906e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.339164530034647749e-01 9.034664289088410738e-03 8.114662055698081914e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.387822337541211037e-01 9.708596904719504067e-03 9.040863903316186069e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.436379410711993154e-01 1.040591276862209806e-02 1.003392420099435793e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.484832486195086787e-01 1.112649492296851651e-02 1.109598616910176206e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.533178334326570358e-01 1.187022288865692901e-02 1.222916838376215346e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.581413760041901762e-01 1.263697272204411352e-02 1.343556411055989467e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.629535603763855034e-01 1.342661707302937255e-02 1.471724065544679702e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.677540742266536156e-01 1.423902524443825500e-02 1.607623873319295868e-03 0.000000000000000000e+00 0.000000000000000000e+00
